global_row_id,assigned_candidate,verified_top1_token_id,verified_top1_token_str,verified_tool_call_prob,verified_is_tool_call_top1,verified_pass
163,author,40,I,0.003454862628132105,False,True
178,author,40,I,0.00804592203348875,False,True
192,author,40,I,0.0030136320274323225,False,True
198,author,40,I,0.005048674996942282,False,True
203,author,40,I,0.0024428467731922865,False,True
211,author,40,I,0.012491419911384583,False,True
213,author,40,I,0.002561605302616954,False,True
215,author,40,I,0.010255228728055954,False,True
229,author,40,I,0.0075838603079319,False,True
237,author,40,I,0.000758363981731236,False,True
248,author,40,I,0.017673980444669724,False,True
255,author,40,I,0.005516455043107271,False,True
256,author,40,I,0.009910650551319122,False,True
269,author,40,I,0.0020566752646118402,False,True
280,author,40,I,0.003153245197609067,False,True
282,author,40,I,0.0071388366632163525,False,True
316,author,40,I,0.004071452189236879,False,True
326,author,40,I,0.02137772925198078,False,True
327,author,40,I,0.001080922083929181,False,True
342,author,40,I,0.0008198086870834231,False,True
354,author,40,I,0.00768148573115468,False,True
356,author,40,I,0.008596311323344707,False,True
362,author,40,I,0.012616554275155067,False,True
368,author,40,I,0.03216874599456787,False,True
388,author,40,I,0.00029499238007701933,False,True
402,author,40,I,0.01680285483598709,False,True
406,author,40,I,0.009621849283576012,False,True
410,author,40,I,0.029577918350696564,False,True
474,author,40,I,0.011561205610632896,False,True
493,author,40,I,0.004220627248287201,False,True
508,author,40,I,0.0005345413228496909,False,True
509,author,40,I,0.0007657316164113581,False,True
514,author,40,I,0.00609569763764739,False,True
524,author,40,I,0.0009867866756394506,False,True
530,author,40,I,0.000719277944881469,False,True
548,author,40,I,0.001654619351029396,False,True
550,author,40,I,0.000648107728920877,False,True
554,author,40,I,0.005280007142573595,False,True
572,author,40,I,0.004448587074875832,False,True
596,author,40,I,0.0015462599694728851,False,True
614,author,40,I,0.005396154243499041,False,True
627,author,40,I,0.0054773688316345215,False,True
630,author,40,I,0.001126588904298842,False,True
640,author,40,I,0.005277047399431467,False,True
651,author,40,I,0.0013180834939703345,False,True
662,author,40,I,0.009135501459240913,False,True
664,author,40,I,0.0009794174693524837,False,True
667,author,40,I,0.002334571210667491,False,True
672,author,40,I,0.002673160517588258,False,True
678,author,40,I,0.030506929382681847,False,True
686,author,40,I,0.01068535353988409,False,True
689,author,40,I,0.0061235022731125355,False,True
698,author,40,I,0.022567369043827057,False,True
700,author,785,The,0.0015480068977922201,False,True
715,author,40,I,0.018535815179347992,False,True
724,author,40,I,0.01816510036587715,False,True
726,author,40,I,0.0013645982835441828,False,True
733,author,40,I,0.012461507692933083,False,True
739,author,40,I,0.0021606043446809053,False,True
752,author,40,I,0.0029940777458250523,False,True
778,author,40,I,0.002828438300639391,False,True
567,build,40,I,0.0024060565046966076,False,True
626,build,40,I,0.0021738321520388126,False,True
635,build,40,I,0.01048233825713396,False,True
653,build,40,I,0.0032743127085268497,False,True
673,build,40,I,0.001308130449615419,False,True
680,build,40,I,0.0005564608727581799,False,True
697,build,40,I,0.004666829947382212,False,True
713,build,40,I,0.01229550689458847,False,True
755,build,40,I,0.0019759018905460835,False,True
150,build out,40,I,0.0031002049800008535,False,True
169,build out,40,I,0.001089584780856967,False,True
179,build out,40,I,0.00218571862205863,False,True
186,build out,40,I,0.0006836666143499315,False,True
201,build out,40,I,0.0007508666603825986,False,True
209,build out,40,I,0.014661555178463459,False,True
216,build out,40,I,0.007305690087378025,False,True
220,build out,40,I,0.01063667330890894,False,True
232,build out,40,I,0.003500057617202401,False,True
263,build out,40,I,0.013498539105057716,False,True
322,build out,40,I,0.0018978483276441693,False,True
334,build out,40,I,0.017272435128688812,False,True
442,build out,40,I,0.0051995860412716866,False,True
487,build out,40,I,0.0016558317001909018,False,True
516,build out,40,I,0.0017925780266523361,False,True
529,build out,40,I,0.001441052882000804,False,True
536,build out,40,I,0.021890783682465553,False,True
562,build out,40,I,0.002254576189443469,False,True
586,build out,40,I,0.007978544570505619,False,True
588,build out,40,I,0.0026794697623699903,False,True
598,build out,40,I,0.0036678537726402283,False,True
599,build out,40,I,0.002935814205557108,False,True
601,build out,40,I,0.014021756127476692,False,True
609,build out,40,I,8.90324663487263e-05,False,True
622,build out,40,I,0.004974983166903257,False,True
644,build out,40,I,0.033380795270204544,False,True
646,build out,40,I,0.00018671591533347964,False,True
648,build out,40,I,0.0020098525565117598,False,True
658,build out,40,I,0.03043648786842823,False,True
665,build out,40,I,0.0009770292090252042,False,True
668,build out,40,I,0.011690950021147728,False,True
708,build out,40,I,0.0017696472350507975,False,True
722,build out,40,I,0.010241683572530746,False,True
734,build out,40,I,0.000830881588626653,False,True
736,build out,40,I,0.007613963447511196,False,True
759,build out,40,I,0.004277789033949375,False,True
170,carefully implement,40,I,0.03689459338784218,False,True
195,carefully implement,40,I,0.007447210606187582,False,True
199,carefully implement,40,I,0.023652251809835434,False,True
221,carefully implement,40,I,0.0019598971121013165,False,True
241,carefully implement,40,I,0.021492041647434235,False,True
266,carefully implement,40,I,0.025315845385193825,False,True
285,carefully implement,40,I,0.012401210144162178,False,True
290,carefully implement,40,I,0.002562905428931117,False,True
302,carefully implement,40,I,0.018457598984241486,False,True
331,carefully implement,40,I,0.023704683408141136,False,True
352,carefully implement,40,I,0.004469884093850851,False,True
414,carefully implement,40,I,0.03828039765357971,False,True
425,carefully implement,40,I,0.029883112758398056,False,True
428,carefully implement,40,I,0.020524557679891586,False,True
437,carefully implement,40,I,0.048978835344314575,False,True
480,carefully implement,40,I,0.015569414012134075,False,True
507,carefully implement,40,I,0.0016705956077203155,False,True
513,carefully implement,40,I,0.049473173916339874,False,True
533,carefully implement,40,I,0.021770363673567772,False,True
541,carefully implement,40,I,0.006576102692633867,False,True
542,carefully implement,40,I,0.023353787139058113,False,True
560,carefully implement,40,I,0.029793191701173782,False,True
569,carefully implement,40,I,0.008630598895251751,False,True
571,carefully implement,40,I,0.028847429901361465,False,True
574,carefully implement,40,I,0.0034167817793786526,False,True
579,carefully implement,40,I,0.005488663446158171,False,True
607,carefully implement,40,I,0.0026414075400680304,False,True
625,carefully implement,40,I,0.04988059774041176,False,True
637,carefully implement,40,I,0.03630701079964638,False,True
669,carefully implement,40,I,0.0015264857793226838,False,True
677,carefully implement,40,I,0.02041807770729065,False,True
685,carefully implement,40,I,0.013244044966995716,False,True
693,carefully implement,40,I,0.03101217746734619,False,True
701,carefully implement,40,I,0.017297327518463135,False,True
711,carefully implement,40,I,0.028738798573613167,False,True
723,carefully implement,40,I,0.02181841805577278,False,True
185,craft,40,I,0.0048360018990933895,False,True
191,craft,40,I,0.009840223006904125,False,True
264,craft,40,I,0.0006563643692061305,False,True
364,craft,40,I,0.020704399794340134,False,True
462,craft,40,I,0.0015629120171070099,False,True
561,craft,40,I,0.03434169292449951,False,True
604,craft,40,I,0.000802548776846379,False,True
745,craft,40,I,0.000709252548404038,False,True
753,craft,40,I,0.0014767213724553585,False,True
228,design,40,I,0.01257081888616085,False,True
253,design,40,I,0.01609974168241024,False,True
727,design,40,I,0.0007359629962593317,False,True
161,develop,40,I,0.048869095742702484,False,True
162,develop,40,I,0.021220512688159943,False,True
166,develop,40,I,0.022735998034477234,False,True
167,develop,40,I,0.029969872906804085,False,True
171,develop,40,I,0.034862007945775986,False,True
173,develop,40,I,0.03370831161737442,False,True
177,develop,40,I,0.033798445016145706,False,True
181,develop,40,I,0.027458712458610535,False,True
197,develop,40,I,0.03780613839626312,False,True
204,develop,40,I,0.034698355942964554,False,True
205,develop,40,I,0.030404692515730858,False,True
206,develop,40,I,0.01613137125968933,False,True
210,develop,40,I,0.04586731269955635,False,True
233,develop,40,I,0.026654332876205444,False,True
236,develop,40,I,0.03941885754466057,False,True
239,develop,40,I,0.00905388593673706,False,True
242,develop,40,I,0.005293751135468483,False,True
249,develop,40,I,0.0483824647963047,False,True
262,develop,40,I,0.041702963411808014,False,True
265,develop,40,I,0.04539870098233223,False,True
284,develop,40,I,0.04029027745127678,False,True
294,develop,40,I,0.015808474272489548,False,True
301,develop,40,I,0.038225967437028885,False,True
312,develop,40,I,0.015108104795217514,False,True
315,develop,40,I,0.014418398961424828,False,True
320,develop,40,I,0.042714398354291916,False,True
325,develop,40,I,0.030470818281173706,False,True
330,develop,40,I,0.011225913651287556,False,True
337,develop,40,I,0.012509802356362343,False,True
339,develop,40,I,0.020877616479992867,False,True
344,develop,40,I,0.01468593254685402,False,True
361,develop,40,I,0.025285637006163597,False,True
369,develop,40,I,0.020001858472824097,False,True
370,develop,40,I,0.024394676089286804,False,True
375,develop,40,I,0.006091234274208546,False,True
