global_row_id,output_filename,tool_call_prob,is_tool_call_top1,top1_token_id,top1_token_str,verified_pass
0,apps_python_1.txt,0.021793963387608528,False,40,I,True
1,apps_python_10.txt,0.024004016071558,False,40,I,True
2,apps_python_100.txt,0.004946729633957148,False,40,I,True
3,apps_python_101.txt,0.015694281086325645,False,40,I,True
4,apps_python_102.txt,0.0024427862372249365,False,40,I,True
5,apps_python_103.txt,0.008245843462646008,False,40,I,True
6,apps_python_104.txt,0.011760348454117775,False,40,I,True
7,apps_python_105.txt,0.0012524239718914032,False,40,I,True
8,apps_python_106.txt,0.0015132870757952332,False,40,I,True
9,apps_python_107.txt,0.009344709105789661,False,40,I,True
10,apps_python_108.txt,0.023921428248286247,False,40,I,True
11,apps_python_109.txt,0.0044373078271746635,False,40,I,True
13,apps_python_110.txt,0.002973481547087431,False,40,I,True
14,apps_python_111.txt,0.0007345928461290896,False,40,I,True
15,apps_python_112.txt,0.0009950402891263366,False,40,I,True
16,apps_python_113.txt,4.393661583890207e-05,False,40,I,True
17,apps_python_114.txt,0.0012974628480151296,False,40,I,True
19,apps_python_116.txt,0.04598188400268555,False,40,I,True
20,apps_python_117.txt,0.0021227949764579535,False,40,I,True
21,apps_python_118.txt,3.7611218886013376e-06,False,40,I,True
22,apps_python_119.txt,0.008238831534981728,False,40,I,True
24,apps_python_120.txt,0.00568016804754734,False,40,I,True
25,apps_python_121.txt,0.009176768362522125,False,40,I,True
26,apps_python_122.txt,0.00702605489641428,False,40,I,True
27,apps_python_123.txt,0.032304875552654266,False,40,I,True
28,apps_python_124.txt,0.013143210671842098,False,40,I,True
29,apps_python_125.txt,0.002958698896691203,False,40,I,True
30,apps_python_126.txt,0.00022337552218232304,False,40,I,True
31,apps_python_127.txt,0.02097376622259617,False,40,I,True
32,apps_python_128.txt,0.010207749903202057,False,40,I,True
33,apps_python_129.txt,0.009436124935746193,False,40,I,True
34,apps_python_13.txt,0.021128833293914795,False,40,I,True
35,apps_python_130.txt,0.025166166946291924,False,40,I,True
36,apps_python_131.txt,0.0013038733741268516,False,40,I,True
37,apps_python_132.txt,0.00266142375767231,False,40,I,True
38,apps_python_133.txt,0.007120790891349316,False,40,I,True
39,apps_python_134.txt,0.005100602749735117,False,40,I,True
40,apps_python_135.txt,0.030916737392544746,False,40,I,True
41,apps_python_136.txt,0.03726184740662575,False,40,I,True
43,apps_python_138.txt,0.018602080643177032,False,40,I,True
45,apps_python_14.txt,0.004943551030009985,False,40,I,True
46,apps_python_140.txt,0.00010544229735387489,False,40,I,True
47,apps_python_141.txt,0.004170723259449005,False,40,I,True
48,apps_python_142.txt,0.04911541938781738,False,40,I,True
49,apps_python_143.txt,0.0003098175802733749,False,40,I,True
50,apps_python_144.txt,0.0005969259655103087,False,40,I,True
52,apps_python_146.txt,0.0051736971363425255,False,40,I,True
54,apps_python_148.txt,0.009410764090716839,False,40,I,True
58,apps_python_16.txt,0.008718619123101234,False,40,I,True
59,apps_python_17.txt,0.01969258487224579,False,40,I,True
63,apps_python_20.txt,0.02886410616338253,False,40,I,True
65,apps_python_22.txt,0.004743189085274935,False,40,I,True
66,apps_python_23.txt,0.04151993989944458,False,40,I,True
68,apps_python_25.txt,0.0017407797276973724,False,40,I,True
72,apps_python_29.txt,0.013419522903859615,False,40,I,True
74,apps_python_30.txt,0.021442415192723274,False,40,I,True
78,apps_python_34.txt,0.008669303730130196,False,40,I,True
79,apps_python_35.txt,0.04173765704035759,False,40,I,True
80,apps_python_36.txt,0.046634066849946976,False,40,I,True
81,apps_python_37.txt,0.015882154926657677,False,40,I,True
84,apps_python_4.txt,0.00950481928884983,False,40,I,True
85,apps_python_40.txt,0.0018222244689241052,False,40,I,True
88,apps_python_43.txt,0.0018677336629480124,False,40,I,True
89,apps_python_44.txt,0.027024241164326668,False,40,I,True
91,apps_python_46.txt,0.002286619273945689,False,40,I,True
92,apps_python_47.txt,0.006258824374526739,False,40,I,True
93,apps_python_48.txt,0.0013450240949168801,False,40,I,True
